date_time,is_holiday,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,air_pollution_index,traffic_volume
2012-10-06 11:00:00,None,24,2,194,7,7,278.04,0.0,0.0,20,Clouds,180,5191
2012-10-06 12:00:00,None,24,0,248,6,6,279.08,0.0,0.0,40,Clouds,269,5669
2012-10-06 13:00:00,None,31,4,239,6,6,280.12,0.0,0.0,75,Clouds,280,5074
2012-10-06 14:00:00,None,62,9,230,7,7,280.25,0.0,0.0,75,Clouds,264,5025
2012-10-06 15:00:00,None,70,5,240,5,5,280.0,0.0,0.0,75,Clouds,149,5153
2012-10-06 16:00:00,None,70,9,240,5,5,279.06,0.0,0.0,90,Clouds,77,5024
2012-10-06 17:00:00,None,70,8,250,1,1,278.91,0.0,0.0,90,Clouds,77,4779
2012-10-06 18:00:00,None,70,7,250,1,1,278.39,0.0,0.0,90,Clouds,178,4362
2012-10-06 19:00:00,None,61,9,250,8,8,278.16,0.0,0.0,90,Clouds,114,3860
2012-10-06 20:00:00,None,65,9,260,2,2,278.16,0.0,0.0,90,Clouds,67,3160
2012-10-06 21:00:00,None,70,8,250,1,1,277.93,0.0,0.0,90,Clouds,196,2992
2012-10-06 22:00:00,None,70,10,270,5,5,276.9,0.0,0.0,90,Clouds,65,3202
2012-10-06 23:00:00,None,70,12,260,5,5,276.34,0.0,0.0,75,Clouds,13,1941
2012-10-07 00:00:00,None,70,10,260,2,2,276.11,0.0,0.0,75,Clouds,294,1233
2012-10-07 03:00:00,None,70,12,270,6,6,275.73,0.0,0.0,90,Clouds,26,323
2012-10-07 04:00:00,None,70,8,260,7,7,275.65,0.0,0.0,90,Clouds,246,312
2012-10-07 05:00:00,None,70,7,270,4,4,275.51,0.0,0.0,75,Clouds,259,627
2012-10-07 06:00:00,None,52,8,280,9,9,275.05,0.0,0.0,90,Clouds,33,1508
2012-10-07 07:00:00,None,52,8,290,3,3,274.77,0.0,0.0,90,Clouds,125,1539
2012-10-07 08:00:00,None,52,5,280,9,9,274.77,0.0,0.0,75,Clouds,247,2232
2012-10-07 09:00:00,None,56,7,290,7,7,275.55,0.0,0.0,75,Clouds,178,4568
2012-10-07 10:00:00,None,56,8,280,7,7,276.24,0.0,0.0,75,Clouds,297,4624
2012-10-07 11:00:00,None,56,7,290,1,1,277.01,0.0,0.0,90,Clouds,250,4529
2012-10-07 12:00:00,None,56,9,270,5,5,277.43,0.0,0.0,90,Clouds,299,5139
2012-10-07 13:00:00,None,56,8,270,5,5,278.45,0.0,0.0,90,Clouds,260,6640
2012-10-07 14:00:00,None,28,8,275,8,8,279.27,0.0,0.0,90,Clouds,174,6589
2012-10-07 15:00:00,None,56,9,280,1,1,279.27,0.0,0.0,90,Clouds,150,4429
2012-10-07 16:00:00,None,60,7,280,7,7,279.44,0.0,0.0,90,Clouds,129,4329
2012-10-07 17:00:00,None,64,6,270,5,5,279.32,0.0,0.0,90,Clouds,170,3833
2012-10-07 18:00:00,None,69,5,260,4,4,279.27,0.0,0.0,90,Clouds,114,4015
2012-10-07 19:00:00,None,80,4,260,1,1,278.11,0.0,0.0,90,Clouds,101,3382
2012-10-07 20:00:00,None,80,5,250,2,2,276.79,0.0,0.0,75,Clouds,213,2815
2012-10-07 21:00:00,None,60,7,280,4,4,275.73,0.0,0.0,90,Clouds,49,2110
2012-10-07 22:00:00,None,56,8,260,5,5,274.88,0.0,0.0,75,Clouds,63,1555
2012-10-07 23:00:00,None,45,8,290,9,9,273.92,0.0,0.0,20,Clouds,98,959
2012-10-08 00:00:00,Columbus Day,45,9,300,5,5,273.08,0.0,0.0,20,Clouds,144,455
2012-10-08 01:00:00,None,42,7,290,6,6,272.62,0.0,0.0,20,Clouds,11,336
2012-10-08 02:00:00,None,42,8,280,7,7,271.78,0.0,0.0,1,Clear,106,265
2012-10-08 03:00:00,None,45,10,310,8,8,271.05,0.0,0.0,1,Clear,65,314
2012-10-08 04:00:00,None,48,7,300,6,6,270.63,0.0,0.0,1,Clear,133,779
2012-10-08 05:00:00,None,48,8,290,2,2,270.33,0.0,0.0,1,Clear,194,2571
2012-10-08 06:00:00,None,52,6,290,6,6,269.61,0.0,0.0,20,Clouds,134,5563
2012-10-08 07:00:00,None,52,8,280,9,9,270.01,0.0,0.0,20,Clouds,273,6676
2012-10-08 08:00:00,None,56,7,300,4,4,271.23,0.0,0.0,20,Clouds,200,5966
2012-10-08 09:00:00,None,55,8,310,6,6,273.71,0.0,0.0,20,Clouds,224,4832
2012-10-08 10:00:00,None,55,6,300,4,4,276.77,0.0,0.0,20,Clouds,230,4395
2012-10-08 11:00:00,None,59,5,300,7,7,279.47,0.0,0.0,20,Clouds,208,4411
2012-10-08 12:00:00,None,62,5,300,1,1,279.84,0.0,0.0,1,Clear,183,4648
2012-10-08 13:00:00,None,65,5,300,1,1,282.34,0.0,0.0,40,Clouds,226,4602
2012-10-08 14:00:00,None,69,5,300,9,9,282.94,0.0,0.0,40,Clouds,215,5125
2012-10-08 15:00:00,None,69,7,310,1,1,283.48,0.0,0.0,1,Clear,76,5502
2012-10-08 16:00:00,None,69,5,320,5,5,284.33,0.0,0.0,1,Clear,183,5979
2012-10-08 17:00:00,None,69,6,330,9,9,284.48,0.0,0.0,40,Clouds,87,5663
2012-10-08 18:00:00,None,74,4,320,1,1,284.23,0.0,0.0,40,Clouds,51,4259
2012-10-08 19:00:00,None,74,4,330,8,8,281.99,0.0,0.0,20,Clouds,73,3069
2012-10-08 20:00:00,None,69,5,330,6,6,279.81,0.0,0.0,1,Clear,208,2378
2012-10-08 21:00:00,None,64,4,340,5,5,279.35,0.0,0.0,1,Clear,99,2030
2012-10-08 22:00:00,None,55,6,340,5,5,278.9,0.0,0.0,1,Clear,16,1400
2012-10-08 23:00:00,None,59,5,330,8,8,278.46,0.0,0.0,1,Clear,272,917
2012-10-09 00:00:00,None,41,4,340,8,8,277.78,0.0,0.0,1,Clear,131,515
2012-10-09 01:00:00,None,41,4,350,1,1,277.27,0.0,0.0,1,Clear,173,302
2012-10-09 02:00:00,None,41,4,310,9,9,277.47,0.0,0.0,1,Clear,125,251
2012-10-09 04:00:00,None,45,2,320,8,8,276.97,0.0,0.0,20,Clouds,22,798
2012-10-09 05:00:00,None,41,5,350,7,7,276.52,0.0,0.0,40,Clouds,29,2678
2012-10-09 06:00:00,None,38,3,350,8,8,276.6,0.0,0.0,40,Clouds,210,5733
2012-10-09 07:00:00,None,38,2,360,4,4,277.31,0.0,0.0,75,Clouds,263,6449
2012-10-09 08:00:00,None,41,1,290,6,6,278.38,0.0,0.0,90,Clouds,95,5765
2012-10-09 09:00:00,None,48,1,270,3,3,279.35,0.0,0.0,90,Clouds,189,5599
2012-10-09 10:00:00,None,51,1,250,2,2,281.37,0.0,0.0,90,Clouds,246,4534
2012-10-09 11:00:00,None,59,0,0,4,4,283.11,0.0,0.0,90,Clouds,70,4691
2012-10-09 12:00:00,None,64,1,250,8,8,284.08,0.0,0.0,75,Clouds,224,5067
2012-10-09 13:00:00,None,69,0,0,4,4,285.14,0.0,0.0,75,Clouds,224,5030
2012-10-09 14:00:00,None,69,0,0,1,1,286.35,0.0,0.0,90,Clouds,99,5300
2012-10-09 15:00:00,None,69,1,220,6,6,287.23,0.0,0.0,100,Rain,105,5777
2012-10-09 16:00:00,None,80,1,200,1,1,288.53,0.0,0.0,90,Clouds,70,6349
2012-10-09 17:00:00,None,79,1,200,8,8,290.37,0.0,0.0,90,Clouds,65,6127
2012-10-09 18:00:00,None,79,1,200,6,6,290.13,0.0,0.0,90,Clouds,229,4460
2012-10-09 19:00:00,None,74,2,230,6,6,288.86,0.0,0.0,75,Clouds,103,3418
2012-10-09 20:00:00,None,74,0,0,4,4,287.36,0.0,0.0,90,Clouds,49,2775
2012-10-09 21:00:00,None,74,3,220,1,1,285.11,0.0,0.0,90,Clouds,257,2306
2012-10-09 22:00:00,None,51,5,230,2,2,283.46,0.0,0.0,90,Clouds,226,1846
2012-10-09 23:00:00,None,44,4,230,4,4,282.45,0.0,0.0,90,Clouds,163,947
2012-10-10 00:00:00,None,42,3,220,7,7,281.88,0.0,0.0,90,Clouds,71,494
2012-10-10 01:00:00,None,31,4,230,3,3,281.78,0.0,0.0,90,Clouds,249,332
2012-10-10 02:00:00,None,27,5,220,1,1,281.09,0.0,0.0,75,Clouds,199,261
2012-10-10 03:00:00,None,31,4,210,5,5,281.17,0.0,0.0,90,Clouds,155,361
2012-10-10 06:00:00,None,25,4,210,3,3,281.25,0.0,0.0,92,Clear,19,5875
2012-10-10 07:00:00,None,21,6,220,2,2,281.25,0.0,0.0,99,Rain,139,6793
2012-10-10 07:00:00,None,23,3,220,3,3,281.25,0.0,0.0,99,Drizzle,69,6793
2012-10-10 08:00:00,None,27,2,170,2,2,280.1,0.0,0.0,99,Rain,184,6283
2012-10-10 08:00:00,None,33,3,150,7,7,280.1,0.0,0.0,99,Drizzle,82,6283
2012-10-10 09:00:00,None,33,3,160,3,3,279.61,0.0,0.0,99,Rain,248,5680
2012-10-10 09:00:00,None,36,3,170,6,6,279.61,0.0,0.0,99,Drizzle,188,5680
2012-10-10 10:00:00,None,39,3,170,2,2,279.67,0.0,0.0,99,Clear,76,4632
2012-10-10 11:00:00,None,45,2,130,2,2,280.19,0.0,0.0,1,Clear,90,4887
2012-10-10 12:00:00,None,51,2,140,3,3,282.09,0.0,0.0,75,Clouds,86,5030
2012-10-10 13:00:00,None,42,2,200,7,7,282.26,0.0,0.0,75,Clouds,257,5067
2012-10-10 14:00:00,None,45,2,195,9,9,282.05,0.0,0.0,90,Clouds,204,5227
2012-10-10 15:00:00,None,48,3,190,2,2,281.59,0.0,0.0,90,Clouds,77,5610
2012-10-10 16:00:00,None,52,2,190,2,2,281.23,0.0,0.0,81,Clear,65,6286
2012-10-10 18:00:00,None,52,2,180,8,8,282.6,0.0,0.0,81,Clear,108,4775
2012-10-10 19:00:00,None,56,2,190,8,8,282.6,0.0,0.0,81,Clear,279,3340
2012-10-10 20:00:00,None,52,3,170,7,7,282.6,0.0,0.0,81,Clear,85,3013
2012-10-10 21:00:00,None,52,2,170,6,6,282.6,0.0,0.0,81,Clear,75,2603
2012-10-10 22:00:00,None,49,3,150,9,9,282.6,0.0,0.0,81,Clear,42,1910
2012-10-10 23:00:00,None,43,4,180,5,5,282.6,0.0,0.0,81,Clear,278,1037
2012-10-11 01:00:00,None,43,4,180,4,4,273.9,0.0,0.0,1,Clear,39,347
2012-10-11 03:00:00,None,43,5,170,4,4,274.4,0.0,0.0,75,Clouds,35,350
2012-10-11 04:00:00,None,43,4,180,8,8,274.05,0.0,0.0,75,Clouds,219,850
2012-10-11 05:00:00,None,41,5,200,5,5,273.71,0.0,0.0,40,Clouds,278,2791
2012-10-11 06:00:00,None,41,4,200,6,6,272.66,0.0,0.0,1,Clear,132,5809
2012-10-11 07:00:00,None,27,5,210,1,1,272.65,0.0,0.0,1,Clear,42,6798
2012-10-11 08:00:00,None,31,4,260,8,8,272.52,0.0,0.0,1,Clear,152,6304
2012-10-11 09:00:00,None,36,6,280,8,8,275.19,0.0,0.0,20,Clouds,154,5291
2012-10-11 10:00:00,None,44,6,280,9,9,275.34,0.0,0.0,1,Clear,271,4638
2012-10-11 14:00:00,None,47,7,300,8,8,284.1,0.0,0.0,50,Clear,14,5557
2012-10-11 15:00:00,None,54,7,300,1,1,284.1,0.0,0.0,50,Clear,170,5818
2012-10-11 16:00:00,None,53,2,290,2,2,283.78,0.0,0.0,75,Clouds,153,6272
2012-10-11 17:00:00,None,57,1,230,9,9,283.52,0.0,0.0,75,Clouds,161,5944
2012-10-11 18:00:00,None,57,2,220,3,3,283.32,0.0,0.0,90,Clouds,14,4949
2012-10-11 19:00:00,None,61,1,220,7,7,282.06,0.0,0.0,90,Clouds,204,3511
2012-10-11 20:00:00,None,61,3,220,6,6,281.95,0.0,0.0,90,Clouds,134,3039
2012-10-11 21:00:00,None,63,2,253,5,5,281.81,0.0,0.0,90,Clouds,85,2679
2012-10-11 22:00:00,None,65,1,286,3,3,282.16,0.0,0.0,90,Clouds,178,2094
2012-10-11 23:00:00,None,68,0,320,4,4,282.53,0.0,0.0,90,Clouds,226,1284
2012-10-12 00:00:00,None,66,3,260,6,6,283.91,0.0,0.0,90,Clouds,192,630
2012-10-12 01:00:00,None,65,7,310,6,6,284.64,0.0,0.0,90,Clouds,122,410
2012-10-12 02:00:00,None,87,4,280,3,3,284.61,0.0,0.0,90,Clouds,285,331
2012-10-12 03:00:00,None,75,3,217,6,6,283.18,0.0,0.0,72,Drizzle,187,372
2012-10-12 04:00:00,None,75,5,260,8,8,282.26,0.0,0.0,72,Rain,134,739
2012-10-12 05:00:00,None,57,7,270,7,7,280.77,0.0,0.0,72,Drizzle,208,2561
2012-10-12 06:00:00,None,39,9,270,1,1,278.53,0.0,0.0,75,Clouds,147,5586
2012-10-12 07:00:00,None,42,6,290,1,1,277.64,0.0,0.0,75,Clouds,227,6992
2012-10-12 08:00:00,None,42,6,270,8,8,277.9,0.0,0.0,90,Clouds,177,5860
2012-10-12 09:00:00,None,49,4,313,9,9,278.18,0.0,0.0,90,Clouds,143,5230
2012-10-12 10:00:00,None,47,5,305,8,8,279.29,0.0,0.0,75,Clouds,170,4864
2012-10-12 11:00:00,None,45,7,297,4,4,280.45,0.0,0.0,75,Clouds,281,5146
2012-10-12 12:00:00,None,45,7,297,4,4,280.95,0.0,0.0,40,Clouds,289,5526
2012-10-12 13:00:00,None,45,7,297,3,3,281.74,0.0,0.0,40,Clouds,257,5383
2012-10-12 14:00:00,None,45,7,297,7,7,281.84,0.0,0.0,75,Clouds,231,5758
2012-10-12 15:00:00,None,45,7,297,1,1,282.45,0.0,0.0,75,Clouds,181,5889
2012-10-12 16:00:00,None,45,7,297,1,1,282.2,0.0,0.0,75,Clouds,268,6057
2012-10-12 17:00:00,None,57,5,288,2,2,281.54,0.0,0.0,40,Clouds,265,6028
2012-10-12 18:00:00,None,69,3,280,4,4,280.21,0.0,0.0,20,Clouds,177,5257
2012-10-12 23:00:00,None,66,4,285,1,1,282.2,0.0,0.0,56,Clear,129,1897
2012-10-13 00:00:00,None,64,4,290,5,5,272.58,0.0,0.0,1,Clear,28,1335
2012-10-13 01:00:00,None,64,4,300,2,2,272.06,0.0,0.0,1,Clear,256,769
2012-10-13 02:00:00,None,64,3,280,5,5,270.99,0.0,0.0,1,Clear,214,570
2012-10-13 03:00:00,None,74,3,260,5,5,270.29,0.0,0.0,20,Clouds,76,413
2012-10-13 04:00:00,None,74,2,260,6,6,269.48,0.0,0.0,1,Clear,194,399
2012-10-13 05:00:00,None,86,2,260,9,9,269.27,0.0,0.0,1,Clear,117,740
2012-10-13 06:00:00,None,64,2,270,3,3,268.91,0.0,0.0,1,Clear,174,1420
2012-10-13 07:00:00,None,80,1,240,3,3,268.98,0.0,0.0,75,Clouds,130,2220
2012-10-13 08:00:00,None,68,2,244,3,3,269.23,0.0,0.0,40,Clouds,93,3479
2012-10-13 09:00:00,None,57,3,248,2,2,272.61,0.0,0.0,40,Clouds,270,4546
2012-10-13 10:00:00,None,45,3,252,8,8,276.78,0.0,0.0,20,Clouds,116,4579
2012-10-13 11:00:00,None,34,4,257,6,6,279.22,0.0,0.0,1,Clear,132,4438
2012-10-13 12:00:00,None,34,4,257,6,6,280.35,0.0,0.0,1,Clear,82,4623
2012-10-13 13:00:00,None,29,6,260,5,5,281.81,0.0,0.0,1,Clear,163,4440
2012-10-13 14:00:00,None,29,4,250,8,8,283.05,0.0,0.0,1,Clear,298,4495
2012-10-13 15:00:00,None,34,2,220,9,9,283.96,0.0,0.0,1,Clear,106,4483
2012-10-13 16:00:00,None,39,2,140,2,2,284.53,0.0,0.0,1,Clear,287,4591
2012-10-13 17:00:00,None,39,3,130,5,5,284.44,0.0,0.0,1,Clear,263,4477
2012-10-13 18:00:00,None,42,2,120,3,3,283.64,0.0,0.0,1,Clear,91,4221
2012-10-13 19:00:00,None,37,3,150,3,3,281.85,0.0,0.0,20,Clouds,26,3672
2012-10-13 20:00:00,None,37,4,160,6,6,281.38,0.0,0.0,1,Clear,189,3015
2012-10-13 21:00:00,None,32,5,190,1,1,281.84,0.0,0.0,75,Clouds,225,2769
2012-10-13 22:00:00,None,34,7,210,8,8,282.23,0.0,0.0,90,Clouds,31,2875
2012-10-13 23:00:00,None,37,6,220,6,6,282.18,0.0,0.0,90,Clouds,245,1931
2012-10-14 00:00:00,None,37,6,240,4,4,282.49,0.0,0.0,90,Clouds,220,1309
2012-10-14 01:00:00,None,40,3,270,1,1,282.54,0.0,0.0,90,Clouds,295,870
2012-10-14 02:00:00,None,43,5,320,2,2,282.58,0.0,0.0,90,Clouds,216,654
2012-10-14 03:00:00,None,52,6,350,8,8,282.23,0.0,0.0,90,Clouds,264,364
2012-10-14 04:00:00,None,80,3,360,9,9,282.08,0.0,0.0,90,Clouds,20,262
2012-10-14 05:00:00,None,75,5,350,4,4,282.23,0.0,0.0,90,Clouds,43,505
2012-10-14 06:00:00,None,75,7,350,4,4,282.24,0.0,0.0,90,Clouds,130,861
2012-10-14 07:00:00,None,60,5,360,4,4,282.24,0.0,0.0,90,Clouds,245,1132
2012-10-14 08:00:00,None,52,6,330,1,1,282.24,0.0,0.0,57,Mist,192,1797
2012-10-14 09:00:00,None,42,9,330,3,3,282.43,0.0,0.0,57,Drizzle,87,2685
2012-10-14 09:00:00,None,37,5,350,8,8,282.43,0.0,0.0,57,Mist,132,2685
2012-10-14 09:00:00,None,26,7,330,7,7,282.43,0.0,0.0,57,Haze,285,2685
2012-10-14 10:00:00,None,25,6,320,6,6,282.33,0.0,0.0,57,Drizzle,217,3370
2012-10-14 10:00:00,None,26,5,320,6,6,282.33,0.0,0.0,57,Mist,195,3370
2012-10-14 11:00:00,None,21,5,350,6,6,282.82,0.0,0.0,57,Drizzle,26,3662
2012-10-14 11:00:00,None,24,7,330,2,2,282.82,0.0,0.0,57,Mist,299,3662
2012-10-14 12:00:00,None,25,6,328,7,7,283.33,0.0,0.0,57,Mist,263,4076
2012-10-14 12:00:00,None,26,6,327,8,8,283.33,0.0,0.0,57,Rain,108,4076
2012-10-14 12:00:00,None,28,6,326,1,1,283.33,0.0,0.0,57,Drizzle,156,4076
2012-10-14 13:00:00,None,29,6,325,1,1,283.75,0.0,0.0,93,Rain,123,4128
2012-10-14 13:00:00,None,31,5,324,4,4,283.75,0.0,0.0,93,Mist,106,4128
2012-10-14 13:00:00,None,74,0,0,2,2,283.75,0.0,0.0,93,Drizzle,179,4128
2012-10-14 14:00:00,None,59,1,340,2,2,284.09,0.0,0.0,93,Mist,208,4358
2012-10-14 14:00:00,None,59,1,310,3,3,284.09,0.0,0.0,93,Rain,186,4358
2012-10-14 14:00:00,None,68,0,0,4,4,284.09,0.0,0.0,93,Drizzle,133,4358
